,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,cluster_9,cluster_14,hot_or_not
5vQy9fwVJTeLsaX9IOpCcp,0.554,0.784,1,-5.459,1,0.113,0.0607,0.0,0.301,0.61,96.699,352093,5,4,8,N
26m7fVZz6SxQCW0RUhUtEb,0.592,0.539,1,-10.147,0,0.0327,0.105,2.64e-06,0.425,0.538,127.914,348055,2,5,8,N
2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,0,1,8,N
1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,158027,4,8,10,N
1KdwnsWOvhM53vezy5ROuf,0.672,0.684,9,-5.682,0,0.316,0.125,0.0261,0.183,0.62,75.233,182816,4,8,10,N
6Qs4SXO9dwPj5GKvVOv8Ki,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,0,1,0,N
1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,3,2,3,N
0akyEssGRVHstqCSWXusJL,0.83,0.159,1,-14.461,1,0.0383,0.946,2.02e-05,0.362,0.189,104.95,207400,1,0,4,N
3jbT1Y5MoPwEIpZndDDwVq,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,3,2,3,N
6dqiwfvxb1AM5y1vyVwaa0,0.643,0.329,1,-12.598,1,0.0898,0.425,0.665,0.0958,0.202,156.959,152375,6,7,11,N
1087UErO9Zd3s6zvWu4FL0,0.763,0.803,7,-5.755,0,0.0529,0.469,0.00188,0.118,0.672,135.034,165129,3,2,3,N
2beS6dD5rovBxSA1zYoSHR,0.804,0.787,10,-3.824,0,0.0746,0.14,0.0,0.0927,0.562,91.974,309120,3,2,3,N
4UkFMIoki83SK2KGjZg41B,0.849,0.919,6,-2.346,0,0.0748,0.534,0.0165,0.127,0.821,117.985,211302,3,2,3,N
3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,3,2,2,N
6SRWhUJcD2YKahCwHavz3X,0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,211680,3,5,12,N
73fFRs03s0gtjggfMW213L,0.848,0.432,0,-10.262,0,0.0385,0.761,2.5e-05,0.149,0.656,120.0,218250,1,0,0,N
04ZTP5KsCypmtCmQg5tH9R,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,3,5,12,N
0lizgQ7Qw35od7CYaoMBZb,0.525,0.621,7,-7.364,1,0.116,0.0489,0.0,0.294,0.591,191.9,204093,0,1,5,N
1QZlW9PmwtZtHKraGG1JdB,0.801,0.56,9,-8.194,1,0.07,0.245,0.827,0.0679,0.617,97.994,151193,6,7,11,N
6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,5,4,1,N
0lTYnxJdC68v0oXd5xolxY,0.752,0.729,9,-3.228,1,0.152,0.0382,1.81e-06,0.189,0.83,180.088,203400,0,1,5,N
1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,5,1,9,N
6r3duEAfFTH83DuoywkG20,0.7,0.394,9,-8.911,1,0.0328,0.0567,0.0,0.0801,0.241,103.041,189907,0,5,9,N
4Clmg1g8n2yBYG13Z1oSdG,0.745,0.972,7,-3.506,1,0.0774,0.00903,0.465,0.297,0.556,128.031,189818,0,7,11,N
0nfp44XFmPrLDMMmYfNIP3,0.712,0.42,7,-6.905,1,0.031,0.141,3.35e-06,0.0862,0.571,129.908,210107,0,1,9,N
1KMkcUvF7m3SDChDOa7i5L,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,5,4,7,N
3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,244360,1,0,4,N
284fVGdbsPtigjjI0jmKXo,0.808,0.701,2,-4.837,0,0.0984,0.00212,2.1e-05,0.126,0.154,158.068,142649,3,2,12,N
6t2ubAB4iSYOuIpRAOGd4t,0.786,0.854,2,-4.247,1,0.0523,0.0729,1.63e-06,0.179,0.687,105.078,157165,5,4,1,N
2gI465u6kCHm6UYXk8Yb6C,0.614,0.917,5,-7.279,0,0.0541,0.342,0.00202,0.687,0.912,93.523,143985,2,6,13,N
3DKWF8is9hzp84aSxnhlag,0.869,0.684,1,-4.915,1,0.0456,0.362,0.0,0.0737,0.88,115.052,264267,5,4,1,N
4DJORZgsbqnEJ4f4B9TBGV,0.879,0.665,11,-6.082,0,0.145,0.164,0.0,0.319,0.672,123.977,212573,3,2,3,N
1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,201122,3,2,3,N
3tdjTdCCgKtwacsICCtPZZ,0.89,0.53,9,-9.891,1,0.362,0.165,0.0,0.106,0.644,127.889,114865,4,8,10,N
1ecVks3GJX8U67DvhVDVBn,0.438,0.408,3,-9.857,1,0.0705,0.688,0.0,0.121,0.373,92.053,253500,1,0,4,N
6aXtrIfbIvpV8qZVD5k6KI,0.879,0.512,2,-10.2,1,0.0589,0.0923,0.000364,0.0974,0.46,136.012,125409,5,4,7,N
1sx0XsWUusUoPstbvokZjP,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,0,1,9,N
4HQ4VFKOJRnTGZlYOOgrr6,0.833,0.483,10,-4.059,1,0.189,0.671,9.7e-06,0.0822,0.827,142.109,257646,0,1,0,N
5ZSl6gDoV6bPPxzmLeneV9,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,194408,5,4,1,N
5pn6OskYybJrrqcdlNpBvk,0.777,0.1,2,-14.009,0,0.0377,0.926,0.0,0.0947,0.641,99.979,175404,1,0,0,N
4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,5,4,7,N
3Fj47GNK2kUF0uaEDgXLaD,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,2,6,13,N
7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,2,6,13,N
2N2yrmodOnVF10mKvItC9P,0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733,0,5,8,N
1UY0MQyaZJA2DIsCfdL8xN,0.773,0.727,7,-2.467,0,0.0943,0.275,0.0,0.101,0.68,90.992,140885,3,2,3,N
1DwRMXgy4kh5E3KJdX6M10,0.691,0.615,11,-11.868,0,0.0405,0.74,0.605,0.116,0.724,92.989,114167,6,7,11,N
017PF4Q3l4DBUiWoXk4OWT,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,3,2,2,N
3znQ9i61vfe2E7URHlOiyc,0.648,0.382,6,-7.85,1,0.0396,0.911,0.0,0.393,0.408,90.099,209734,1,0,0,N
6zEgnpM0qYmHLDnh8WPejL,0.641,0.857,1,-5.725,0,0.301,0.013,0.00534,0.0695,0.961,122.728,157733,4,8,2,N
2SbFVYtBEYQ0JCHf2eiPBT,0.295,0.538,5,-10.028,0,0.0394,0.809,0.872,0.159,0.336,141.973,167358,6,7,11,N
3XiNC94b4Tq1xwv70sQJGN,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,3,5,12,N
41THll2mGENsYH3o1W9Yxt,0.532,0.887,6,-5.518,0,0.0439,0.0295,7.81e-05,0.275,0.326,130.084,271731,3,5,12,N
1A8j067qyiNwQnZT0bzUpZ,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195547,3,2,2,N
4j3GWI86JvSaF0BLdmgcfF,0.76,0.579,0,-7.374,1,0.0567,0.0127,0.00344,0.106,0.129,100.011,213600,5,4,7,N
7IpRYJ71dk98P0SmgnNLYh,0.685,0.515,1,-5.662,0,0.241,0.62,6.44e-05,0.107,0.664,86.492,201813,4,8,2,N
0wI7QkCcs8FUQE1OkXUIqd,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230240,5,4,7,N
6habFhsOp2NvshLv26DqMb,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,229360,5,4,5,N
0wt9RjddODlWDetpuaXfRK,0.604,0.754,2,-4.243,1,0.119,0.274,3.53e-06,0.0947,0.28,179.836,210000,0,5,5,N
2gmTz7pHMqAk6fpOc88qxA,0.773,0.776,1,-8.692,0,0.0622,0.316,7.15e-05,0.0571,0.895,106.022,195019,3,2,2,N
7FfQ2E4LqvwKKOyKXyC2L2,0.68,0.682,7,-3.873,0,0.0781,0.202,0.0,0.118,0.53,176.189,190929,3,2,5,N
3boMRV9etBbzumzaC8X53j,0.801,0.692,9,-8.38,0,0.176,0.049,0.0,0.834,0.707,124.946,212000,2,6,13,N
5MMrkwK6AgNAsgHVdC7daZ,0.537,0.651,10,-5.819,1,0.0344,0.8,0.0,0.948,0.538,147.944,201378,2,6,13,N
2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,0,1,9,N
5qLymEWEwjSMhBlnPX9JOQ,0.468,0.667,9,-8.831,1,0.422,0.416,0.0,0.152,0.3,164.15,194484,4,8,10,N
3iBOe7U7kRPNIoL3QLCVu2,0.702,0.593,11,-8.339,1,0.0532,0.526,1.09e-05,0.112,0.522,145.039,201907,0,1,0,N
528HFTQqdaMOf31jDTgkGt,0.523,0.477,10,-8.148,1,0.0332,0.695,0.0,0.0926,0.273,119.981,279453,1,0,4,N
27qRmG3zOWPvMYUkpPdQ1g,0.862,0.572,6,-6.579,0,0.417,0.375,0.0,0.0863,0.402,90.053,193363,4,8,10,N
75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,3,5,12,N
7k4t7uLgtOxPwTpFmtJNTY,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,8,10,N
4ocbEHPHKDfGZz6va77bEo,0.494,0.18,2,-10.835,1,0.0409,0.907,0.0,0.126,0.358,64.713,272000,1,0,4,N
1R4PoVKxxZWJqw7J4w4bJS,0.802,0.601,8,-6.976,0,0.244,0.00987,0.0,0.424,0.695,135.032,213515,2,8,3,N
7r5s3LOCrkBaM7JHnSIyIt,0.701,0.864,4,-4.735,0,0.0528,0.247,0.0,0.478,0.71,97.943,200496,2,6,13,N
4txQPJDlvU72lC6EMhT7m9,0.744,0.836,2,-3.267,1,0.0592,0.0811,4.21e-06,0.166,0.524,91.984,212348,5,4,1,N
5g4VW1FmFDXixu1VEiHAVz,0.53,0.901,2,-4.344,0,0.0423,0.00177,0.0,0.0515,0.435,148.979,229099,3,5,12,N
5bymCzswBkt0deeD1hlTIq,0.674,0.771,0,-5.943,0,0.0317,0.0464,3.12e-05,0.0362,0.966,155.301,255507,3,2,2,N
4nyY8oVjbX2d4qzlpiVM5n,0.608,0.71,11,-4.998,1,0.0636,0.43,0.0,0.0903,0.613,124.985,190051,0,1,9,N
3iw6V4LH7yPj1ESORX9RIN,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,116750,3,2,2,N
5lCxlSBFyP5g4EhVypAoOu,0.777,0.698,6,-7.706,0,0.0704,0.293,2.32e-05,0.0908,0.119,119.963,247161,3,5,12,N
5zSOVwaY3sVjnmLhuEfsuf,0.748,0.565,7,-5.895,1,0.0476,0.164,0.00169,0.103,0.812,175.92,193227,0,1,5,N
3Nsxlv9JESIFfOBbupIKOc,0.679,0.741,4,-4.848,1,0.112,0.127,1.36e-05,0.523,0.733,165.085,181249,2,6,13,N
5eWN2iptw5Mcvg3cYeBykD,0.804,0.766,2,-7.962,1,0.0407,5.22e-05,0.391,0.128,0.0952,122.992,258000,5,5,7,N
1GO9vCm5Cra5uWGSWQ5mGK,0.425,0.548,7,-6.762,1,0.114,0.21,0.0,0.115,0.282,175.756,219827,0,5,5,N
1Ej96GIBCTvgH7tNX1r3qr,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,225933,4,8,10,N
5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,0,5,9,N
4BJsV9Iu4sJphgvAyDxfkp,0.719,0.639,8,-8.18,0,0.119,0.625,2.07e-06,0.157,0.575,94.019,176885,3,2,0,N
6Xy72HZ9nf2jx48dQuF1mA,0.649,0.743,11,-6.042,0,0.0679,0.0342,0.0,0.0855,0.344,106.915,215827,3,2,12,N
5Myb8S90Wg0yLec5kmrIGJ,0.678,0.821,0,-6.017,1,0.0672,0.228,4.79e-05,0.147,0.96,170.164,221347,5,4,5,N
7na7Bk98usp84FaOJFPv3d,0.755,0.617,9,-5.144,1,0.182,0.0217,0.0,0.0625,0.745,193.896,202887,0,1,5,N
6QBUGzpDobH8zDompP4Rqf,0.656,0.502,5,-9.997,0,0.0387,0.939,0.854,0.131,0.46,130.081,129692,6,7,11,N
3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,5,4,7,N
0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,5,4,1,N
3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,3,2,3,N
0ZFQYK9u8C1nGLXXb4y17W,0.78,0.569,0,-7.822,0,0.068,0.395,0.0,0.184,0.5,123.03,197073,3,2,2,N
1s8Nw1IcBENpU7pIGOH8Uk,0.128,0.0318,10,-31.457,1,0.051,0.989,0.906,0.0999,0.126,79.831,185075,7,3,6,N
7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,3,2,2,N
39cmB3ZoTOLwOTq7tMNqKa,0.778,0.463,11,-7.603,1,0.0389,0.546,0.00289,0.0731,0.496,121.999,194840,0,1,0,N
2c0QMztYu6PCfFrGLqHXIV,0.547,0.54,7,-5.746,1,0.0391,0.781,0.0,0.152,0.356,82.053,231585,1,0,0,N
2bkrZWJ7JRXPOal7pWiyDO,0.509,0.602,6,-6.307,1,0.0264,0.351,0.0,0.0613,0.187,91.997,235760,1,5,7,N
13gnOtyhh0meqBcwc6fVDg,0.839,0.733,2,-5.26,0,0.273,0.488,8.28e-05,0.0923,0.408,123.14,176261,4,8,10,N
4Ld4kbKo1eOzToQ0P8JA0V,0.446,0.395,0,-9.328,1,0.0365,0.815,0.00216,0.128,0.267,71.944,187453,1,0,4,N
7nwr2OmswCK9aEr1Ke1b5E,0.586,0.447,9,-5.213,1,0.0303,0.153,0.0,0.102,0.33,146.013,242388,0,5,9,N
3pm4XtcsRIFFtH2UErk62R,0.75,0.741,9,-4.43,1,0.402,0.447,0.0,0.121,0.495,79.968,209180,4,8,10,N
698ItKASDavgwZ3WjaWjtz,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,212107,0,5,5,N
5BIgbz2Dy7X2I0bnkKH9Mb,0.49,0.811,1,-2.524,0,0.044,0.0896,0.0,0.0898,0.547,125.965,200992,3,2,2,N
1m69ELEgE6k5ZWsap40ozt,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,5,4,5,N
5jzEwSyyymBlf1fa1o39T2,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,3,2,2,N
6HHcW1tddM6sHVBBjOkeIb,0.946,0.449,11,-7.477,0,0.0784,0.00163,1.29e-06,0.129,0.476,98.028,157959,3,2,3,N
5qWXXF3On2xUfVu1ND1NLN,0.506,0.18,0,-12.184,1,0.0443,0.908,2.35e-06,0.0652,0.665,161.51,198107,1,0,4,N
1xcHfI2pbsBKmKDbd1zD96,0.746,0.496,5,-4.796,1,0.0826,0.395,0.0,0.0898,0.849,139.933,213760,5,1,1,N
4ofwffwvvnbSkrMSCKQDaC,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.744,201287,5,1,1,N
5HwHdYpk3QiOUhsfWKYkFq,0.606,0.448,8,-13.182,0,0.0356,0.604,0.0825,0.111,0.199,111.889,274729,1,0,4,N
3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,0,1,0,N
6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,0,5,7,N
6U0FIYXCQ3TGrk4tFpLrEA,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,1,0,7,N
5K09WxKdlkroDyEVyOSySy,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,165333,1,0,0,N
285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,2,5,12,N
5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4,8,10,N
3MoV1UsAJmz64LHqyiRMp0,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,198947,3,2,3,N
3k2bKg5HVYvgsy1vkzXOKt,0.746,0.689,0,-5.711,1,0.055,0.0492,0.000188,0.199,0.733,94.006,197301,5,4,1,N
1VvnmpJBpaJ6LOObkwOg7C,0.745,0.473,9,-7.254,1,0.276,0.25,0.0,0.339,0.551,81.068,160867,4,8,10,N
4vsLtmWxiRMhzW5ZkGw7mX,0.756,0.551,6,-5.788,0,0.0406,0.706,0.0,0.186,0.59,118.047,116981,3,2,0,N
104buTcnP2AsxqB7U1FIZ4,0.59,0.671,9,-6.098,1,0.0706,0.0484,0.0,0.0604,0.438,149.982,169801,0,1,9,N
4F8wogXmIgCXEsi1FK0gH4,0.735,0.65,6,-5.815,0,0.0737,0.161,0.21,0.109,0.122,122.048,209600,3,5,12,N
79s5XnCN4TJKTVMSmOx8Ep,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387,2,8,10,N
5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467,0,5,8,N
0kZAMNf2S3huik3LIKMBei,0.785,0.775,11,-7.073,0,0.0582,0.0761,0.0,0.0497,0.764,117.973,222484,3,2,3,N
4a9tbd947vo9K8Vti9JwcI,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,229773,3,2,3,N
07J0cXe2zkm7NvIBELXfBy,0.861,0.627,6,-5.46,0,0.0771,0.0163,0.00588,0.0637,0.586,100.018,185640,3,2,3,N
29bhnde7Gvnp7rvY9zsq5S,0.527,0.736,4,-5.341,1,0.0638,0.05,7.89e-05,0.105,0.503,117.657,172675,0,4,7,N
0aWEt5aMfU2zYxE1tg2efw,0.524,0.848,2,-3.48,0,0.122,0.0535,0.0,0.0786,0.135,161.672,190865,3,5,12,N
09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,0,1,9,N
1SJtlNRJDeYHioymcvsqev,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,216391,4,8,10,N
3UIENhLRdFIOuRan92cAQu,0.527,0.859,7,-6.685,1,0.0687,0.176,0.0866,0.157,0.443,74.214,235627,0,1,9,N
3dnOHn0A5q3ny1LLLnSAty,0.757,0.814,1,-5.0,0,0.0433,0.105,0.0,0.185,0.719,90.018,237613,3,2,2,N
09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,3,2,2,N
2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,1,0,4,N
3GXdwYMKEeYvwfc4rnMHIl,0.745,0.467,1,-12.267,0,0.269,0.449,0.0,0.0912,0.561,84.971,226685,4,8,10,N
2bwNhYxgQlkokiEn94eAYT,0.765,0.307,11,-10.472,1,0.0328,0.727,2.15e-06,0.109,0.257,119.836,206109,1,0,0,N
6mLTvsDMs1gTsZmUsxbRdh,0.76,0.311,0,-12.113,1,0.038,0.793,0.883,0.12,0.437,103.958,161693,6,7,11,N
7ofIUuvWCuvoaFvlFYZ81d,0.0697,0.00166,0,-35.903,1,0.0457,0.971,0.875,0.117,0.119,77.445,154498,7,3,6,N
49HB2EjRtkmXZAKpu3OdKT,0.818,0.563,9,-8.324,0,0.26,0.356,0.0,0.523,0.341,123.99,180000,2,6,13,N
2JvzF1RMd7lE3KmFlsyZD8,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4,8,10,N
14boA065HMHWvqyPPEeN4y,0.767,0.561,2,-7.418,0,0.0509,0.118,0.0,0.0737,0.542,90.021,192229,3,2,2,N
3npmGd0prBwxBIsFDkzc5w,0.58,0.904,11,-4.084,0,0.0471,0.0254,0.0291,0.0587,0.934,161.923,269147,3,2,3,N
4ttjtLeCx3rwltZR3w7gWV,0.693,0.911,7,-4.769,0,0.0706,0.0228,0.0,0.233,0.804,134.055,222928,3,2,3,N
6p6KdVpfKtTMisH5VfWqsL,0.677,0.802,8,-5.539,1,0.139,0.261,0.0,0.0705,0.539,109.918,201227,0,1,9,N
0cv1Mnb47oMvjVKMc2cyZw,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,255267,0,1,9,N
7bidsoy3nzCDNYzAzrV7NN,0.633,0.646,7,-7.327,1,0.0264,0.498,0.000576,0.104,0.468,139.986,198703,0,1,9,N
1D8cVpw7sXXYWwOZdgHaI8,0.809,0.818,2,-5.06,1,0.21,0.0723,0.0,0.127,0.545,97.993,308571,5,4,8,N
2IClzYyvgwrsmVVipYsx5T,0.623,0.71,8,-5.973,1,0.044,0.00655,4.11e-06,0.133,0.29,93.981,177947,0,1,9,N
3t1AoHGWTLDDvjVInmYbqF,0.31,0.371,11,-13.257,0,0.0902,0.759,1.04e-05,0.468,0.297,177.384,297600,1,0,4,N
5snCfoQbJ7S4cYB0K8XuJ4,0.719,0.607,10,-7.323,0,0.0398,0.636,7.91e-06,0.111,0.48,149.967,188362,3,2,0,N
2Oycxb8QbPkpHTo8ZrmG0B,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,3,2,2,N
703iVQrfbQsXt7Uzgy1h8k,0.411,0.508,5,-4.342,1,0.0557,0.29,0.0,0.123,0.668,81.96,201627,5,1,9,N
3mV5TTtHnXUeOzRkyFKsVl,0.649,0.307,5,-7.209,1,0.0756,0.575,0.0,0.0705,0.713,74.833,225213,1,0,0,N
1bkvGbgK4HU8B7Ue4k7O7I,0.539,0.668,1,-6.825,0,0.0825,0.4,0.0,0.0864,0.238,175.867,235505,3,5,12,N
70eFcWOvlMObDhURTqT4Fv,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,197867,3,2,12,N
5ICH7ngVufTeW8sBCCl2GN,0.453,0.742,11,-6.549,1,0.0301,0.0014,6.62e-05,0.306,0.377,183.999,234705,0,5,5,N
4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,3,5,12,N
6c32C8T3KlXrbvWSoD5aON,0.805,0.806,6,-3.589,0,0.0393,0.0828,0.0,0.156,0.682,110.042,222728,3,2,3,N
5UKYX8eywMafGPVzBlxsed,0.745,0.728,0,-3.39,1,0.0423,0.352,0.0,0.228,0.39,120.099,130876,5,4,7,N
4eq06rYHx8m5XU57ujs4dG,0.354,0.243,3,-10.209,0,0.0332,0.835,3.05e-06,0.0981,0.133,80.66,209013,1,0,4,N
5N1o6d8zGcSZSeMFkOUQOk,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,5,4,1,N
0lPXFrKyl8HkdQ2E6NmNja,0.619,0.452,9,-5.449,1,0.028,0.502,0.0,0.122,0.174,131.981,204173,1,0,4,N
6XCt3N0rnt3vdT9fSY4e9n,0.664,0.265,7,-14.726,1,0.0583,0.884,0.868,0.137,0.894,126.716,182827,6,7,11,N
1usoXi4f0BnMART4uActEA,0.732,0.758,11,-1.694,1,0.189,0.213,0.0,0.388,0.78,98.007,202876,2,1,9,N
1rkfJLgTlB6XYNjgZ0sVaK,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,3,2,3,N
60TrG3x7yxwctfUbTgX3JI,0.661,0.482,7,-6.465,1,0.297,0.43,0.0,0.0978,0.506,157.915,153418,4,8,10,N
4vaxvNDaLSoD36iZX515ug,0.821,0.434,10,-9.194,0,0.118,0.434,0.0,0.128,0.241,120.012,187173,3,2,12,N
5yzP0Y7wGonhrFZyVNo0pY,0.327,0.686,2,-5.102,0,0.0423,0.783,0.0,0.325,0.734,70.192,279093,2,0,8,N
4hnwfhQbZKaNpC1q9zgB4A,0.527,0.667,0,-4.97,1,0.262,0.287,0.039,0.113,0.463,97.959,187192,5,4,7,N
5Gip2UwE4f8L4MQWsvcvfA,0.547,0.496,7,-7.964,1,0.0251,0.399,0.0,0.0816,0.227,79.971,268875,1,0,4,N
0mSVzTPdc1C6cKt1U01hoQ,0.535,0.312,3,-13.094,1,0.0747,0.797,0.938,0.157,0.0467,79.47,103998,6,3,11,N
3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,5,1,1,N
7LLXLd0pisbEAdIVK502VM,0.747,0.898,1,-3.683,1,0.0709,0.0613,1.66e-06,0.0886,0.689,91.97,208947,5,4,1,N
2sQH02O2HBCPJCztBrCWNa,0.659,0.662,5,-5.768,1,0.434,0.211,0.0,0.228,0.704,109.957,182438,4,8,10,N
0davAVsF63UvUwOtbSOhSE,0.717,0.728,11,-4.078,1,0.0298,0.104,0.00177,0.0901,0.292,121.009,261818,0,1,9,N
5gAwpwuchaCGnJLlBMGBzp,0.806,0.64,11,-7.398,0,0.317,0.0864,0.0,0.201,0.716,160.054,213206,4,8,10,N
7MiZjKawmXTsTNePyTfPyL,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272,1,0,4,N
7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4,8,3,N
0V4ZIBLOxq85pFQATKtItp,0.925,0.35,9,-7.507,1,0.0649,0.658,0.0,0.115,0.691,107.989,180576,1,1,0,N
0y8Y0HuqgVdIsBrbs7dacR,0.616,0.775,8,-5.036,0,0.135,0.0727,0.0,0.0694,0.857,204.027,129175,3,2,5,N
2FgDWCqMCIAATvqr9ozeYm,0.415,0.498,9,-5.022,1,0.0278,0.659,0.0,0.197,0.3,143.68,249987,1,0,4,N
